ett rikt djurliv	rich wildlife	Natur
en vandringsled	a hiking trail	Natur
djupa skogar	deep forests	Natur
kusten	the coast	Natur
en tundra	a tundra	Natur
ett omväxlande landskap	a varied landscape	Natur
en skärgård	an archipelago	Natur
klippiga öar	rocky islands	Natur
branta klippor	steep cliffs	Natur
öde stränder	deserted beaches	Natur
vildmarksområde	wilderness area	Natur
ren, hög luft	clean, fresh air	Natur
rofylld natur	peaceful nature	Natur
en stig	a path	Natur
en sten	a stone / rock	Natur
en ringmur	a city / ring wall	Kultur
en gruva	a mine	Kultur
en lämning	a remain / relic	Kultur
en fästning	a fortress	Kultur
den samiska kulturen	Sami culture	Kultur
en teaterpjäs	a play (theater)	Kultur
ett parti schack	a game of chess	Kultur
ett hantverk	a craft	Kultur
en folkdräkt	a traditional folk costume	Kultur
en husmanskost	traditional home cooking	Kultur
en stadsfestival	a city festival	Kultur
begraver	buries	Kulturella aktiviteter
(filmen, boken) utspelar sig (i/på)	(the film, book) is set (in/at)	Kulturella aktiviteter
tonsätter	sets to music	Kulturella aktiviteter
man klär upp sig till fest	one dresses up for a party	Kulturella aktiviteter
ett (nära) samarbete	a (close) collaboration	Kulturella aktiviteter
roar sig	has fun / amuses themselves	Kulturella aktiviteter
livligt nöjesliv	lively nightlife / entertainment scene	Kulturella aktiviteter
festmåltid (-er)	feast / banquet(s)	Kulturella aktiviteter
full med/av	full of	Kvantiteter
mängder av	lots of	Kvantiteter
(en) gemenskap	a (sense of) community	Kvantiteter
(på) stenåldern	(in) the Stone Age	Historiskt
(på) vikingatiden	(in) the Viking Age	Historiskt
(på) medeltiden	(in) the Middle Ages	Historiskt
medeltida (kyrka, stad)	medieval (church, town)	Historiskt
är av olika slag	are of different kinds	Våra vanor och ovanor
kan man se som en sorts ritual	can be seen as a kind of ritual	Våra vanor och ovanor
händer regelbundet	happens regularly	Våra vanor och ovanor
innebär ngt	involves something	Våra vanor och ovanor
bidrar till ngt	contributes to something	Våra vanor och ovanor
skapar behov, gemenskap, efterfrågan …	creates need, community, demand …	Våra vanor och ovanor
kan vi vilja sluta med	we may want to stop (doing)	Våra vanor och ovanor
påverkar ngt	affects something	Våra vanor och ovanor
äter tre frukter om dagen	eats three pieces of fruit a day	Goda vanor
myser med familjen	cozies up with the family	Goda vanor
har en myskväll hemma	has a cozy evening at home	Goda vanor
tar en långpromenad i skogen	takes a long walk in the forest	Goda vanor
går på tangokurs	goes to tango class	Goda vanor
hör av sig till gamla vänner	gets in touch with old friends	Goda vanor
tar med lunchlåda till jobbet	brings a packed lunch to work	Goda vanor
Har du lust att … ?	Do you feel like …?	Föreslå något!
Vad sägs om en/att …?	What about a / doing …?	Föreslå något!
Hänger du med på en …?	Are you up for a …?	Föreslå något!
Ska vi …?	Shall we …?	Föreslå något!
(Men,) Kom igen!	(But,) Come on!	Övertala någon!
Det blir hur kul som helst!	It'll be so much fun!	Övertala någon!
… hur mycket som helst!	… as much as anything!	Övertala någon!
… hur bra som helst!	… as good as anything!	Övertala någon!
Visst låter det kul?	Doesn't that sound fun?	Övertala någon!
Det är ju helg / din favorit …	It's the weekend after all / your favorite …	Övertala någon!
Snälla!	Please!	Övertala någon!
i alla tider	throughout time	Berätta en historia!
för länge sedan	a long time ago	Berätta en historia!
förr i tiden	in the old days	Berätta en historia!
nuförtiden	nowadays	Berätta en historia!
på senare tid	recently	Berätta en historia!
i början av	at the beginning of	Berätta en historia!
mot/i slutet av	towards / at the end of	Berätta en historia!
PÅ elvahundratalet (1100-talet)	in the 12th century (the 1100s)	Berätta en historia!
på den tiden	at that time	Berätta en historia!
vid den här tiden	at this time	Berätta en historia!
till en början	at first	Berätta en historia!
strax innan	just before	Berätta en historia!
fortfarande	still	Berätta en historia!
än (=fortfarande) i dag	even / still today	Berätta en historia!
samtidigt (som)	at the same time (as)	Berätta en historia!
med tiden	over time	Berätta en historia!
efter en tid	after a while	Berätta en historia!
så småningom	eventually	Berätta en historia!
snart	soon	Berätta en historia!
länge	for a long time	Berätta en historia!
inom kort, inom några år	soon, within a few years	Berätta en historia!
äntligen	finally	Berätta en historia!
till slut, slutligen	in the end, finally	Berätta en historia!
att göra ngt en viss tid varje dag/vecka …	to do something at a certain time every day/week …	Vad är en vana?
att göra ngt på ett speciellt sätt	to do something in a special way	Vad är en vana?
ett sätt att förhålla sig till ngt	a way of relating to something	Vad är en vana?
erfarenhet: körvana, studievana, språkvana	experience: driving experience, study experience, language familiarity	Vad är en vana?
att bita (-er, bet, bitit) på naglarna	to bite one's nails	Jag har för vana ... / Jag har ovanan ...
att fastna på Youtube	to get stuck on YouTube	Jag har för vana ... / Jag har ovanan ...
att stoppa i mig sötsaker	to stuff myself with sweets	Jag har för vana ... / Jag har ovanan ...
att småäta	to snack	Jag har för vana ... / Jag har ovanan ...
att röka	to smoke	Jag har för vana ... / Jag har ovanan ...
att snusa	to use snus (Swedish oral tobacco)	Jag har för vana ... / Jag har ovanan ...
att smaska när jag äter	to smack / chew noisily when I eat	Jag har för vana ... / Jag har ovanan ...
att äta för snabbt	to eat too fast	Jag har för vana ... / Jag har ovanan ...
att bita mig i läppen	to bite my lip	Jag har för vana ... / Jag har ovanan ...
att svära (svär, svor, svurit)	to swear / curse	Jag har för vana ... / Jag har ovanan ...
sötsaker	sweets / candy	För gottegrisen
godis, läsk och snacks	candy, soda and snacks	För gottegrisen
en polkagris	a polkagris (Swedish peppermint candy stick)	För gottegrisen
lördagsgodis	Saturday candy (tradition of sweets on Saturdays)	För gottegrisen
plockgodis	pick-and-mix candy	För gottegrisen
smågodis	small candies	För gottegrisen
lösgodis	loose / pick-and-mix candy	För gottegrisen
lösviktsgodis	candy sold by weight	För gottegrisen
ostbågar	cheese puffs (Swedish snack)	För gottegrisen
en marsipantårta	a marzipan cake	För gottegrisen
en chokladkaka	a chocolate bar	För gottegrisen
en karamell	a candy / sweet	För gottegrisen
en kola	a toffee / caramel	För gottegrisen
en tablettask	a tin of pastilles / mints	För gottegrisen
en sockerbeta	a sugar beet	För gottegrisen
övervikt och fetma (X blir överviktig)	overweight and obesity (X becomes overweight)	Effekter
beroende (AV ngt) (X blir beroende)	addiction (to something) (X becomes addicted)	Effekter
missbruk (-et) (AV ngt) (X missbrukar)	abuse (of something) (X abuses)	Effekter
irritation (X känner sig irriterad)	irritation (X feels irritated)	Effekter
överdrift (-er) (X överdriver)	exaggeration(s) (X exaggerates)	Effekter
överdriven konsumtion (AV ngt)	excessive consumption (of something)	Effekter
gemenskap	community / togetherness	Effekter
ökad/minskad tillverkning (AV ngt)	increased / decreased production (of something)	Effekter
